Episode,Chapter,Index,Name,Text
Turnabout goodbyes,5,228,Maya,"...! There is, Nick! There is someone else who knows about DL-6!"
Turnabout goodbyes,5,229,Phoenix,M-Mr. Grossberg!
Turnabout goodbyes,5,230,Grossberg,"Ah, hello there. What's wrong? You look troubled."
Turnabout goodbyes,5,231,Maya,No kidding! I can't believe you're not!
Turnabout goodbyes,5,232,Grossberg,"M-my my my... Just calm down and tell me what's happened, hmm?"
Turnabout goodbyes,5,233,Maya,It's M-Mr. Edgeworth! He... He... *sob*
Turnabout goodbyes,5,234,Grossberg,"I see... So, Edgeworth dreamt he shot his own father?"
Turnabout goodbyes,5,235,Maya,It's o-only a dream! Only a dream!
Turnabout goodbyes,5,236,Grossberg,... I wonder...
Turnabout goodbyes,5,237,Maya,W-what...?
Turnabout goodbyes,5,238,Grossberg,"If that's the case, then why do you two look so troubled, hmm?"
Turnabout goodbyes,5,239,Maya,W-well...
Turnabout goodbyes,5,240,Grossberg,"Also, consider this. Yogi quite certainly holds a deep grudge against Miles Edgeworth. So deep, he'd want to frame him for murder. This leads me to surmise... That Mr. Edgeworth's dream was NOT a dream. It was real. As you imagined. Miles Edgeworth threw the pistol to save his father... the pistol fired... and the deed was done. ..."
Turnabout goodbyes,5,241,Maya,N... No! I don't believe it!
Turnabout goodbyes,5,242,Grossberg,"Yogi was suspected of murder, and his career as bailiff was irrevocably wrecked. Thus, he sought revenge on Miles Edgeworth. This was his last chance, of course, with the statute of limitations so close."
Turnabout goodbyes,5,243,Phoenix,What do you know about Edgeworth's father?
Turnabout goodbyes,5,244,Grossberg,"... He was a defense attorney without peer. It sounds trite, but it's true. Well, he may have had one peer now that I think about it. Your mentor, Mia Fey."
Turnabout goodbyes,5,245,Maya,My sister...?
Turnabout goodbyes,5,246,Grossberg,Gregory Edgeworth was very disapproving of Mr. von Karma's techniques.
Turnabout goodbyes,5,247,Phoenix,(That's no surprise...)
Turnabout goodbyes,5,248,Grossberg,"von Karma is an extreme man. Forged testimonies and evidence are nothing to him. The result: he has a perfect win record in court. To beat him, Gregory Edgeworth tried to call attention to his methods."
Turnabout goodbyes,5,249,Maya,And...?
Turnabout goodbyes,5,250,Grossberg,"He lost. And died in despair, as it were."
Turnabout goodbyes,5,251,Maya,I see...
Turnabout goodbyes,5,252,Grossberg,"When Gregory Edgeworth was killed, the police called on a spirit medium. That was your mother, Misty Fey."
Turnabout goodbyes,5,253,Gregory,"""I am Gregory Edgeworth... I have been killed... The one who shot me... was the bailiff... Yanni Yogi."""
Turnabout goodbyes,5,254,Grossberg,Yet Yogi was found innocent.
Turnabout goodbyes,5,255,Maya,That's when my mother left us. Everyone called her a fraud.
Turnabout goodbyes,5,256,Grossberg,"That's right. Everyone thought she was, you see. Yet... now that I think about it. It seem the one who lied was Gregory Edgeworth's ghost... Gregory Edgeworth must have known who shot him."
Turnabout goodbyes,5,257,Phoenix,"I don't believe it... So you're saying he falsified his ""testimony""? That Edgeworth's dad lied to protect his son...?"
Turnabout goodbyes,5,258,Grossberg,"It's only a possibility, mind you. But... a possibility nonetheless."
Turnabout goodbyes,5,259,Grossberg,So this is the letter? It does seem that Yogi was following this letter... when he killed Hammond.
Turnabout goodbyes,5,260,Maya,"But, why kill Robert Hammond?"
Turnabout goodbyes,5,261,Grossberg,"Hammond was a skilled defense attorney. But... he defended clients not for their sake, but for his own."
Turnabout goodbyes,5,262,Phoenix,Huh? His own sake?
Turnabout goodbyes,5,263,Grossberg,"He never trusted his clients, that one. The only thing he trusted was his own ability."
Turnabout goodbyes,5,264,Maya,"But, he got his client found innocent. So why should it matter?"
Turnabout goodbyes,5,265,Grossberg,"Actually, my dear, it's quite different. He won that innocent verdict for no one but himself. Yogi was a free man, but socially, he was ruined."
Turnabout goodbyes,5,266,Phoenix,(Huh...?)
Turnabout goodbyes,5,267,Grossberg,You'll understand soon enough. ... Wait!
Turnabout goodbyes,5,268,Phoenix,What is it?
Turnabout goodbyes,5,269,Grossberg,This letter... I've seen this handwriting somewhere before... a long time ago! Whose handwriting was this...? Do you have any idea who wrote this?
Turnabout goodbyes,5,270,Grossberg,"If it truly was von Karma who wrote this letter, then he would know the truth. He would know that Miles Edgeworth had accidentally killed his own father."
Turnabout goodbyes,5,271,Phoenix,...!
Turnabout goodbyes,5,272,Grossberg,"He'll say as much tomorrow in court, I should think. He'll press the point until the court finds Miles Edgeworth ""guilty."""
Turnabout goodbyes,5,273,Phoenix,Oh no!
Turnabout goodbyes,5,274,Maya,B-but how could von Karma know about Mr. Edgeworth's past like that? Even Mr. Edgeworth thought it was just a nightmare!
Turnabout goodbyes,5,275,Grossberg,"Hmm... That, I do not know. Yet I do know that von Karma is both persistent... and a perfectionist. He may be seeking to satisfy a grudge against Gregory Edgeworth by hurting his son."
Turnabout goodbyes,5,276,Phoenix,What do you mean?
Turnabout goodbyes,5,277,Grossberg,"It was fifteen years ago... von Karma met Gregory Edgeworth in court, and von Karma did win... But he didn't make it through the trial unscarred."
Turnabout goodbyes,5,278,Phoenix,What happened in the trial between Edgeworth's dad and von Karma?
Turnabout goodbyes,5,279,Grossberg,"von Karma got the ""guilty"" verdict he wanted. He won the trial. But Gregory Edgeworth accused von Karma of faulty evidence. And though he lost the trial, Mr. Edgeworth's accusation stood."
Turnabout goodbyes,5,280,Maya,Faulty evidence?
Turnabout goodbyes,5,281,Grossberg,It was the only penalty von Karma has ever received in his career as a prosecutor. Gregory Edgeworth dealt a blow to his perfect trial record.
Turnabout goodbyes,5,282,Maya,Wow.
Turnabout goodbyes,5,283,Grossberg,"It must have been quite a shock for von Karma. He took a vacation for several months after that, you see."
Turnabout goodbyes,5,284,Phoenix,A vacation...?
Turnabout goodbyes,5,285,Grossberg,"Yes, an unusual event for the man. That was the first, and the last vacation he's taken in his many years of prosecuting."
Turnabout goodbyes,5,286,Maya,"Really!? He doesn't take vacations!? Like... go to the sea, or, uh, to the mountains? Don't tell me he's never been to Europe!?"
Turnabout goodbyes,5,287,Phoenix,"You have strange ideas about vacations, Maya."
Turnabout goodbyes,5,288,Grossberg,In any case... That was the only time he took a vacation from work. I believe the penalty upset him quite a lot.
Turnabout goodbyes,5,289,Phoenix,(Odd... If he wanted to keep a perfect record so badly... why would he take such a long vacation?)
Turnabout goodbyes,5,290,Maya,"What do we do, Nick? von Karma is going to bring up DL-6, you can bet on it! What if Mr. Edgeworth pleads guilty to DL-6!?"
Turnabout goodbyes,5,291,Phoenix,I won't let him!
Turnabout goodbyes,5,292,Grossberg,"Erm, yes, Mr. Wright... I hate to say this... But even accidental murder is murder, you know."
Turnabout goodbyes,5,293,Phoenix,I know that! ... I... I just believe in Edgeworth's innocence! I can't believe he'd kill someone!
Turnabout goodbyes,5,294,Maya,"B-but, Nick! Mr. Edgeworth admits it himself! His father must have lied to protect him, beyond the grave..."
Turnabout goodbyes,5,295,Phoenix,I don't care! I know he's not guilty!
Turnabout goodbyes,5,296,Grossberg,"... Mr. Wright... If you say so, I suppose I could go check again. The police files might hold something of interest."
Turnabout goodbyes,5,297,Phoenix,Mr. Grossberg... thank you!
Turnabout goodbyes,5,298,Grossberg,"I can't promise anything. In fact, I think the chances of finding something are slim."
Turnabout goodbyes,5,299,Phoenix,I understand. (The police materials... hmm.)
Turnabout goodbyes,5,300,Maya,There's hardly anyone here...
Turnabout goodbyes,5,301,Phoenix,Everyone must be out looking for the old guy... Yogi.
Turnabout goodbyes,5,302,Police,"Ah, it's you. I don't think Gumshoe'll be coming back today. He's staying out late looking for someone."
Turnabout goodbyes,5,303,Maya,"Sounds like Detective Gumshoe is pounding the pavement for real! Um, we were wondering if we could check out the Records Room again..."
Turnabout goodbyes,5,304,Police,"Well, now, I can't have just anyone wandering around in there. But... I guess Mr. von Karma is in there now, anyway. You can go in as long as he's there."
Turnabout goodbyes,5,305,Maya,von Karma...?
Turnabout goodbyes,5,306,Police,Yes. He just arrived actually.
Turnabout goodbyes,5,307,Phoenix,(von Karma's in the Records Room!)
Turnabout goodbyes,5,308,Maya,N-Nick! Let's hurry!
Turnabout goodbyes,5,309,Maya,Dusty as always!
Turnabout goodbyes,5,310,Phoenix,We were only here just yesterday. I'm sure they just haven't had time to clean... ...
Turnabout goodbyes,5,311,Maya,"What's wrong, Nick?"
Turnabout goodbyes,5,312,Phoenix,Nothing. I was just noticing that he isn't here. von Karma...
Turnabout goodbyes,5,313,Maya,Huh? One of the drawers here is open.
Turnabout goodbyes,5,314,Phoenix,Someone must have been looking in it recently.
Turnabout goodbyes,5,315,Maya,"The label says, ""Unsolved Cases: Evidence"""
Turnabout goodbyes,5,316,Phoenix,"Hmm... ""Unsolved cases""?"
Turnabout goodbyes,5,317,Maya,Nick! The file for DL-6... it's completely empty!
Turnabout goodbyes,5,318,Phoenix,Wh-what!?
Turnabout goodbyes,5,319,Karma,What are you doing in here!
Turnabout goodbyes,5,320,Maya,Eeek! v-v-von Karma!
Turnabout goodbyes,5,321,Karma,You...! ... How do you know my name?
Turnabout goodbyes,5,322,Maya,Huh?
Turnabout goodbyes,5,323,Karma,Have we met?
Turnabout goodbyes,5,324,Maya,"W-w-what are you saying!? We see each other every day, don't we? We're Miles Edgeworth's defense team!"
Turnabout goodbyes,5,325,Karma,"Defense team...? Ahem. I beg your pardon, you see, I rarely remember defense attorneys. They are like bugs to me. Needless things, to be crushed."
Turnabout goodbyes,5,326,Phoenix,(I can see how this guy was Edgeworth's mentor.)
Turnabout goodbyes,5,327,Phoenix,"Mr. von Karma, have a look at this."
Turnabout goodbyes,5,328,Karma,...
Turnabout goodbyes,5,329,Phoenix,"This was you, wasn't it? You instructed Yanni Yogi to commit murder."
Turnabout goodbyes,5,330,Karma,... Yanni Yogi... How many years has it been since I've heard him called by that name. He's a fool. I told him to burn it after he read it.
Turnabout goodbyes,5,331,Maya,...! S-so you admit it! You... you wrote Mr. Yogi this letter!
Turnabout goodbyes,5,332,Karma,"Yes, my dear defense attorney. Thank you for taking the trouble to bring it to me. You've saved me from a lot of needless hassle."
Turnabout goodbyes,5,333,Phoenix,Wh-what!?
Turnabout goodbyes,5,334,Maya,N-Nick! What is that thing!?
Turnabout goodbyes,5,335,Phoenix,A stun gun. For self defense... usually.
Turnabout goodbyes,5,336,Karma,"Indeed. 600,000 volts will course through your body like a dog touching an electric fence."
Turnabout goodbyes,5,337,Phoenix,Six hundred thous...!?
Turnabout goodbyes,5,338,Karma,"Oh, don't worry. People don't die from it, usually. Now, give me the letter."
Turnabout goodbyes,5,339,Phoenix,(No!!!)
Turnabout goodbyes,5,340,Maya,Nooooooooooo!
Turnabout goodbyes,5,341,Karma,Whoa! What are you--!?
Turnabout goodbyes,5,342,Maya,N-Nick! Run!!! Aaaaaaaaaaaaah!
Turnabout goodbyes,5,343,Phoenix,M-Maya!
Turnabout goodbyes,5,344,Karma,Out of my way!
Turnabout goodbyes,5,345,Phoenix,Waaaaaaaaaaaah!
Turnabout goodbyes,5,346,Phoenix,"(Ugh... he got us. The letter's... gone, of course. And he took the DL-6 evidence... all of it. Back to having no clues. Wait... Maya jumped first. Maya...! Is she okay? ...) Ma...Maya!"
Turnabout goodbyes,5,347,Maya,...
Turnabout goodbyes,5,348,Phoenix,Maya! Open your eyes!
Turnabout goodbyes,5,349,Maya,...
Turnabout goodbyes,5,350,Phoenix,Maya!
Turnabout goodbyes,5,351,Maya,... The letter! Did he take it?
Turnabout goodbyes,5,352,Phoenix,Huh!? Oh... yeah. A-are you okay!?
Turnabout goodbyes,5,353,Maya,"... I... I couldn't stop him. I jumped as fast as I could, but one shot from that thing knocked me out cold. I'm useless. I'm not good as a lawyer, or a medium! I can't even call my sister. Not even now, when we need her the most. I wish I hadn't woken up at all."
Turnabout goodbyes,5,354,Phoenix,"Maya! (Grr! There has to be some way I can help her! I'd better do something about her self-confidence, first.) ...? (Maya... She's holding something! What is that? A bullet?) ""DL-6 Incident, Evidence No. 7 Taken from the heart of Gregory Edgeworth."" I remember... von Karma was holding this when Maya jumped him."
Turnabout goodbyes,5,355,Phoenix,"(I'll prove it to you, Maya. You're most definitely not useless! I'll prove it to you in court tomorrow!)"
Turnabout goodbyes,6,0,Phoenix,"(This is it... judgment day. Today, things are gong to get settled at last... a lot of things.) Waaaaaaaargh! Wh-what's the big idea!?"
Turnabout goodbyes,6,1,Maya,"S-s-sorry, Nick! I only touched your shoulder! I guess the ""shock"" hasn't worn off from my run-in with the stun gun yesterday. Anyhow, today's the last day of the trial! Good luck, Nick!"
Turnabout goodbyes,6,2,Phoenix,"Yeah... thanks, Maya."
Turnabout goodbyes,6,3,Edgeworth,...
Turnabout goodbyes,6,4,Phoenix,(Edgeworth is looking glum as always. I hope von Karma doesn't push him too hard.)
Turnabout goodbyes,6,5,Edgeworth,... Whooooooooaa! Wh-wh-what are you doing!?
Turnabout goodbyes,6,6,Maya,Sorry! I'm sorry! I just thought I'd ch-cheer you up with a pat on the back...
Turnabout goodbyes,6,7,Phoenix,Maya... Maybe you should go outside and discharge?
Turnabout goodbyes,6,8,Maya,Right. Good idea.
Turnabout goodbyes,6,9,Phoenix,(Try not to electrocute anyone on your way out...)
Turnabout goodbyes,6,10,Gumshoe,What's gotten into that girl?
Turnabout goodbyes,6,11,Phoenix,Detective Gumshoe!
Turnabout goodbyes,6,12,Gumshoe,Morning! Mr. Edgeworth?
Turnabout goodbyes,6,13,Edgeworth,Uh... good morning.
Turnabout goodbyes,6,14,Phoenix,"How did it go, Detective?"
Turnabout goodbyes,6,15,Gumshoe,"Have no fear! As promised, I've captured our runaway caretaker! I just brought him in. Took all night, pal."
Turnabout goodbyes,6,16,Phoenix,"Thanks, Detective Gumshoe. You must be tired."
Turnabout goodbyes,6,17,Gumshoe,"Actually, after that shock I got on the way in, I feel pretty good."
Turnabout goodbyes,6,18,Phoenix,(Yogi says he's forgotten his own name... But that has to be a lie! Why would he want revenge on Edgeworth if he couldn't remember his past!? He does remember... and I'm going to prove it!)
Turnabout goodbyes,6,19,Judge,Court is now in session for the trial of Mr. Miles Edgeworth.
Turnabout goodbyes,6,20,Phoenix,"The defense is ready, Your Honor."
Turnabout goodbyes,6,21,Karma,... The prosecution... is ready.
Turnabout goodbyes,6,22,Judge,"... U-uh... right, very well. We have reached the final day of our proceedings in this trial. I ask that the prosecution submit decisive evidence."
Turnabout goodbyes,6,23,Karma,Understood.
Turnabout goodbyes,6,24,Judge,...
Turnabout goodbyes,6,25,Phoenix,(C'mon! Don't be awed into silence by every little thing he says!)
Turnabout goodbyes,6,26,Judge,"Very well, Mr. von Karma, your opening statement."
Turnabout goodbyes,6,27,Karma,"Right. Thanks to Detective Gumshoe's efforts, the boat rental shop caretaker has been arrested. In yesterday's trial, the defense asserted that the caretaker was the murderer. However, the caretaker has yet to confirm this. I would like to ask the defense to cross-examine him as much as necessary."
Turnabout goodbyes,6,28,Judge,Very well! Please bring the witness into the courtroom.
Turnabout goodbyes,6,29,Karma,"Ladies and gentlemen of the court... I believe you all remember our witness. He lives in the boat rental shop on the lake, from where he witnessed the incident. In addition, he has currently lost memory of his name and identity."
Turnabout goodbyes,6,30,Judge,Witness! Why did you run away yesterday?
Turnabout goodbyes,6,31,Karma,Objection.gif
Turnabout goodbyes,6,32,Karma,"The witness was not running away, as he will now testify."
Turnabout goodbyes,6,33,Judge,"I-I see. Very well, please begin your testimony."
Turnabout goodbyes,6,34,Uncle,Zzz... mmph?
Turnabout goodbyes,6,35,Uncle,"Er, I'm really sorry about just leaving yesterday like I did."
Turnabout goodbyes,6,36,Phoenix,"I'd call what you did ""running away,"" and not ""just leaving."" You heard Larry's testimony, and realized you were in danger!"
Turnabout goodbyes,6,37,Karma,Objection.gif
Turnabout goodbyes,6,38,Karma,"Now, Mr. Wright, there's no need to rush to conclusions. As I said, the witness was not ""running away."" Listen to the testimony."
Turnabout goodbyes,6,39,Phoenix,"(He sure seems relaxed! In fact, they both do--von Karma and Yanni Yogi!)"
Turnabout goodbyes,6,40,Uncle,"But, I wasn't running away or nothing."
Turnabout goodbyes,6,41,Phoenix,Then why did you leave!?
Turnabout goodbyes,6,42,Karma,Objection.gif
Turnabout goodbyes,6,43,Karma,He's just about to say why! Is it so hard for you just quietly listen when someone is talking!?
Turnabout goodbyes,6,44,Phoenix,"(If I sat quietly, Edgeworth would be guilty in three minutes!)"
Turnabout goodbyes,6,45,Uncle,"I, uh, went to buy some food for Polly, see..."
Turnabout goodbyes,6,46,Phoenix,Food...?
Turnabout goodbyes,6,47,Uncle,"Well, Polly is a bit of a gourmand, you see. She only eats these high-quality bird pellets from France. They only have them in the big pet shop downtown."
Turnabout goodbyes,6,48,Phoenix,But you weren't arrested until this morning! Why didn't you go back to the caretaker's shack?
Turnabout goodbyes,6,49,Uncle,"Er... well... I kind of got lost, you see."
Turnabout goodbyes,6,50,Karma,Objection.gif
Turnabout goodbyes,6,51,Karma,"The witness has trouble remembering things sometimes. When the police apprehended him, he was on his way back to the shack!"
Turnabout goodbyes,6,52,Phoenix,"(Yeah, right! Nice try von Karma! No one's going to believe that!)"
Turnabout goodbyes,6,53,Judge,Hmm... I see! So he was lost!
Turnabout goodbyes,6,54,Phoenix,"(Please! Your Honor, come to your senses!)"
Turnabout goodbyes,6,55,Uncle,I figured I got nothing to do with this incident anyhow.
Turnabout goodbyes,6,56,Phoenix,"You've lost much of your memory, is that correct?"
Turnabout goodbyes,6,57,Uncle,"Er... ayup, seems like it."
Turnabout goodbyes,6,58,Phoenix,Then how could you know that you didn't have anything to do with this incident!
Turnabout goodbyes,6,59,Uncle,Uh...
Turnabout goodbyes,6,60,Phoenix,"Or... Or maybe you're lying about not having your memory, hmm? You know exactly who you are!"
Turnabout goodbyes,6,61,Karma,Objection.gif
Turnabout goodbyes,6,62,Karma,"The witness has testified quite clearly that he has no memory of who he is. If you claim he's lying, then show the court proof!"
Turnabout goodbyes,6,63,Phoenix,(Grr... How am I supposed to prove what's going on in that old codger's head? That's impossible!)
Turnabout goodbyes,6,64,Karma,"Hmph! I'm glad you've come to your senses, Mr. Wright. Very well, witness. Please continue."
Turnabout goodbyes,6,65,Uncle,"Er... I mean, I'd need one of those ""motive"" things, right? And I don't got one."
Turnabout goodbyes,6,66,Phoenix,"How can you say you had no motive? I say you do! You had a grudge against Edgeworth and the victim, Robert Hammond! That's why you took revenge on them! Right?"
Turnabout goodbyes,6,67,Karma,Objection.gif
Turnabout goodbyes,6,68,Karma,"Please don't make me repeat myself, Mr. Wright! This witness has no memory of anything beyond several years ago! He can't hold a grudge! It's impossible!"
Turnabout goodbyes,6,69,Phoenix,"(I have to prove he's lying about his memory... Otherwise, it's going to be the same thing over and over until the trial ends!)"
Turnabout goodbyes,6,70,Judge,"Might I say something, Mr. Wright?"
Turnabout goodbyes,6,71,Phoenix,"Yes... Yes, Your Honor?"
Turnabout goodbyes,6,72,Judge,"You've been saying the same thing now over and over. You've been calling the witness's memory of the past or lack thereof into question. But, does this really have anything to do with the current case?"
Turnabout goodbyes,6,73,Phoenix,"Of course, Your Honor. The witness has said he has ""nothing to do with this case"" and ""no motive""... Both of these statements are lies!"
Turnabout goodbyes,6,74,Judge,Order! Order! Mr. Wright! There is a serious problem with your claim! Or... are you saying... Are you saying you know who this witness is!?
Turnabout goodbyes,6,75,Phoenix,"Of course, Your Honor!"
Turnabout goodbyes,6,76,Karma,"Ho hoh! Now, this is interesting. I would like to know myself! So, who is he?"
Turnabout goodbyes,6,77,Phoenix,(Don't play dumb von Karma!)
Turnabout goodbyes,6,78,Judge,"Mr. Wright, please tell us this witness's name."
Turnabout goodbyes,6,79,Phoenix,"His name is Yanni Yogi, a former court bailiff!"
Turnabout goodbyes,6,80,Judge,... Yogi...? That name seems familiar. ... Oh! Yanni Yogi! From the DL-6 Incident!
Turnabout goodbyes,6,81,Phoenix,(I thought the judge would have heard of it... it was such a famous case.)
Turnabout goodbyes,6,82,Judge,"But, what does this mean?"
Turnabout goodbyes,6,83,Phoenix,"Your Honor! If this man is Mr. Yogi, then he has a clear motive!"
Turnabout goodbyes,6,84,Karma,Objection.gif
Turnabout goodbyes,6,85,Karma,"Tsk tsk tsk... Jumping to conclusions again, Mr. Wright! This man, this witness, is Yanni Yogi? Fascinating! However... How do you propose to prove this to the court?"
Turnabout goodbyes,6,86,Phoenix,...
Turnabout goodbyes,6,87,Karma,"This is a court of law, as you may recall. You need proof! And, allow me to repeat, once more, that the witness has lost his memory!"
Turnabout goodbyes,6,88,Phoenix,"(This is it... I have to do this now! If I can't prove he's Yogi right here, right now... Then I've got nowhere else to go!)"
Turnabout goodbyes,6,89,Maya,Nick! How are you going to prove it!? How can you prove that he's Yanni Yogi?
Turnabout goodbyes,6,90,Phoenix,"It's okay. It's actually quite simple. Your Honor! Please take this man's fingerprints! Then, we'll compare them to the fingerprints on file for Yanni Yogi 15 years ago..."
Turnabout goodbyes,6,91,Judge,I see... that makes sense.
Turnabout goodbyes,6,92,Karma,Tsk tsk tsk!
Turnabout goodbyes,6,93,Phoenix,Huh?
Turnabout goodbyes,6,94,Karma,"I'm so very, very sorry, Mr. Wright."
Turnabout goodbyes,6,95,Phoenix,Wh-why?
Turnabout goodbyes,6,96,Karma,The witness... has no fingerprints!
Turnabout goodbyes,6,97,Phoenix,What? What!? No fingerprints!?
Turnabout goodbyes,6,98,Uncle,"Er... you see, before I worked as a caretaker, I worked at a chemical plant. I burned my fingers working with the stuff. Ayup."
Turnabout goodbyes,6,99,Phoenix,"Wh-what!? (Yogi, you sneak! You burned your fingerprints off to hide your past!)"
Turnabout goodbyes,6,100,Judge,"Hmm... Well, if the witness has no fingerprints... I guess we will not be able to prove his identity."
Turnabout goodbyes,6,101,Phoenix,(No...!)
Turnabout goodbyes,6,102,Karma,"Tsk tsk tsk... Well, what will you do, Mr. Wright?"
Turnabout goodbyes,6,103,Phoenix,Uh...
Turnabout goodbyes,6,104,Karma,"Hmm? It seems that the case has been decided, no?"
Turnabout goodbyes,6,105,Phoenix,(No!!! I know what happened! I know everything! I... I just can't prove it! But no... I can't let it end like this. I can't lose! There has to be another way!)
Turnabout goodbyes,6,106,Karma,There is no one who can testify as to who this witness is! No one!
Turnabout goodbyes,6,107,Maya,Nick! What are we going to do!?
Turnabout goodbyes,6,108,Phoenix,I didn't even consider that he might have erased his fingerprints... (What do I do!?)
Turnabout goodbyes,6,109,Karma,"Tsk tsk tsk... Well, Mr. Wright? Perhaps you'd like to cross-examine the parrot for a little comic relief, hmm?"
Turnabout goodbyes,6,110,Phoenix,"(Yeah, yeah, very funny. You're a sore winner, von Karma. ... Wait a second... ""Cross-examine the parrot""?)"
Turnabout goodbyes,6,111,Maya,"Wh-what is it, Nick? No... you're not going to...!?"
Turnabout goodbyes,6,112,Phoenix,Your Honor! The defense would like to take Mr. von Karma up on his proposal!
Turnabout goodbyes,6,113,Judge,Take Mr. von Karma up?
Turnabout goodbyes,6,114,Karma,On his... proposal?
Turnabout goodbyes,6,115,Phoenix,"Exactly, Your Honor! I would like to cross-examine the witness's pet parrot!"
Turnabout goodbyes,6,116,Judge,"O-order! Order! Uh... well, what do you think, Mr. von Karma?"
Turnabout goodbyes,6,117,Karma,Need you even ask!? This is a farce! I object!
Turnabout goodbyes,6,118,Phoenix,Objection.gif
Turnabout goodbyes,6,119,Phoenix,"Wait a second! You were the one who suggested I cross-examine the parrot, von Karma! I have a right to do as you suggested!"
Turnabout goodbyes,6,120,Karma,"Mmph... ... Well, if you're so desperate, then please, be my guest."
Turnabout goodbyes,6,121,Phoenix,!
Turnabout goodbyes,6,122,Karma,"Of course, should you go through with this... And nothing comes of it, then I hope you're ready for the consequences."
Turnabout goodbyes,6,123,Maya,Nick... this is crazy!
Turnabout goodbyes,6,124,Karma,Well? Still want to go through with your little game!?
Turnabout goodbyes,6,125,Phoenix,"Let the parrot take the stand. I will cross-examine her, Your Honor."
Turnabout goodbyes,6,126,Judge,!
Turnabout goodbyes,6,127,Karma,This is the most ridiculous thing I have ever heard!
Turnabout goodbyes,6,128,Phoenix,"(von Karma's rigged every person's testimony, every piece of evidence... Except the parrot! She's my last chance! At least... I think so.)"
Turnabout goodbyes,6,129,Judge,Bailiff! Bring in the parrot.
Turnabout goodbyes,6,130,Judge,That's... quite a bird. Please tell us your name?
Turnabout goodbyes,6,131,Parrot,"""..."""
Turnabout goodbyes,6,132,Judge,Name!
Turnabout goodbyes,6,133,Parrot,"""..."""
Turnabout goodbyes,6,134,Judge,The witness is ignoring me.
Turnabout goodbyes,6,135,Phoenix,(It must be hurt... to be ignored by a bird.)
Turnabout goodbyes,6,136,Judge,"Ahem. Very well, witness... Who is your owner? Please, er... testify for us."
Turnabout goodbyes,6,137,Parrot,"""Hello! Hello!"" *squawk*"
Turnabout goodbyes,6,138,Parrot,"""..."""
Turnabout goodbyes,6,139,Judge,"Hmm... Certainly the most concise testimony we've had so far. Very well, begin your cross-examination."
Turnabout goodbyes,6,140,Phoenix,Right...
Turnabout goodbyes,6,141,Maya,"What are you going to do, Nick?"
Turnabout goodbyes,6,142,Phoenix,"... I... I don't know! What do we do, Maya?"
Turnabout goodbyes,6,143,Maya,Hmm...
Turnabout goodbyes,6,144,Parrot,"""Hello! Hello!"" *squawk*"
Turnabout goodbyes,6,145,Phoenix,Holdit.gif
Turnabout goodbyes,6,146,Phoenix,"Witness! You can't just say ""hello"" and expect us to get anywhere! I want you to testify! Maya, you talk to her."
Turnabout goodbyes,6,147,Maya,R-right! Uh... What do I say?
Turnabout goodbyes,6,148,Phoenix,(Maybe I should get her to say her name?)
Turnabout goodbyes,6,149,Maya,Polly! Polly! What's your name?
Turnabout goodbyes,6,150,Parrot,"""Pol-ly! Pol-ly!"" *squawk*"
Turnabout goodbyes,6,151,Judge,"Mr. Wright... I think we've established that this parrot is named ""Polly."" Does this have anything to do with her owner's identity?"
Turnabout goodbyes,6,152,Phoenix,Yes it does!
Turnabout goodbyes,6,153,Judge,!!!
Turnabout goodbyes,6,154,Karma,Hah! Fascinating! You claim that the parrot's name will prove her owner's identity? Then show us this proof!
Turnabout goodbyes,6,155,Maya,Nick! Don't you think you're taking the bluffing a little too far?
Turnabout goodbyes,6,156,Phoenix,"Listen. We've not here to answer the question of ""who is the caretaker."" We're here to prove that he is Yanni Yogi! All we have to do is tie the name ""Polly"" to Yogi!"
Turnabout goodbyes,6,157,Phoenix,Your Honor. The proof that the parrot's name reveals the caretaker's identity is...
Turnabout goodbyes,6,158,Phoenix,Takethat.gif
Turnabout goodbyes,6,159,Judge,The DL-6 Case File?
Turnabout goodbyes,6,160,Karma,Objection.gif
Turnabout goodbyes,6,161,Karma,"That's quite a large file you have there! Which page is this ""proof"" on, then? Show us, or stop wasting our time!"
Turnabout goodbyes,6,162,Judge,"Hmm... Very well. Mr. Wright, please show us the page. Where in this file is the information connected to this parrot's name?"
Turnabout goodbyes,6,163,Phoenix,"It's on the ""Suspect Data"" page!"
Turnabout goodbyes,6,164,Judge,...?
Turnabout goodbyes,6,165,Phoenix,"This page has all the information about Yanni Yogi! Right after he was arrested, his fiancee committed suicide, see?"
Turnabout goodbyes,6,166,Judge,"Hmm... Indeed, it does say that, yes."
Turnabout goodbyes,6,167,Phoenix,What was his fiancee's name?
Turnabout goodbyes,6,168,Judge,"""Polly Jenkins""... ""Polly""!"
Turnabout goodbyes,6,169,Phoenix,"Exactly, Your Honor! He remembered the name of his fiancee who committed suicide. That's why he named his parrot after her!"
Turnabout goodbyes,6,170,Judge,I see! I guess that is possible.
Turnabout goodbyes,6,171,Karma,Objection.gif
Turnabout goodbyes,6,172,Karma,"Bah! A mere coincidence, that's all! My granddaughter has a dog she calls ""Phoenix."" Well, Mr. Phoenix Wright? Does this make you my granddaughter's fiancee!? She's only seven years old!!!"
